Player,Nation,Pos,Squad,Comp,Age,Min,90s,Gls,Ast,G+A,G-PK,xG,npxG,xAG,PrgC,PrgP,Gls_per90,xG_per90,Finishing_Diff
Marco Brescianini,ITA,MF,Frosinone,it Serie A,23.0,2321,25.8,4,2,6,4,2.3,2.3,1.6,46.0,70.0,0.15510555794915984,0.08918569582076691,1.7000000000000002
Armando Broja,ALB,FW,Chelsea,eng Premier League,21.0,454,5.0,1,0,1,1,2.4,2.4,0.2,11.0,6.0,0.19823788546255508,0.47577092511013214,-1.4
Andre Brooks,ENG,"MF,DF",Sheffield Utd,eng Premier League,19.0,938,10.4,0,0,0,0,0.4,0.4,0.1,12.0,18.0,0.0,0.03837953091684435,-0.4
John Brooks,USA,DF,Hoffenheim,de Bundesliga,30.0,1539,17.1,2,0,2,2,2.6,2.6,0.1,5.0,61.0,0.11695906432748537,0.152046783625731,-0.6000000000000001
Moritz Broschinski,GER,FW,Bochum,de Bundesliga,22.0,1247,13.9,2,3,5,2,2.4,2.4,1.8,18.0,10.0,0.14434643143544507,0.17321571772253408,-0.3999999999999999
Jacob Brown,SCO,"MF,FW",Luton Town,eng Premier League,25.0,1019,11.3,2,0,2,2,2.8,2.8,0.7,25.0,19.0,0.17664376840039253,0.24730127576054955,-0.7999999999999998
Josh Brownhill,ENG,MF,Burnley,eng Premier League,27.0,2252,25.0,4,2,6,4,1.9,1.9,2.1,19.0,90.0,0.15985790408525755,0.07593250444049733,2.1
Jacob Bruun Larsen,DEN,"MF,FW",Burnley,eng Premier League,24.0,1249,13.9,6,0,6,5,5.0,4.2,1.5,61.0,38.0,0.43234587670136104,0.3602882305844676,1.0
Ante Budimir,CRO,FW,Osasuna,es La Liga,32.0,2435,27.1,17,2,19,14,14.2,11.1,1.8,21.0,42.0,0.6283367556468172,0.5248459958932238,2.8000000000000007
Hugo Bueno,ESP,"DF,MF",Wolves,eng Premier League,20.0,741,8.2,0,0,0,0,0.3,0.3,0.8,22.0,8.0,0.0,0.03643724696356275,-0.3
Santiago Bueno,URU,DF,Wolves,eng Premier League,24.0,822,9.1,0,0,0,0,0.0,0.0,0.1,3.0,11.0,0.0,0.0,0.0
Marius Bülter,GER,"DF,FW",Hoffenheim,de Bundesliga,30.0,1351,15.0,1,4,5,1,1.4,1.4,3.4,37.0,60.0,0.06661732050333086,0.09326424870466321,-0.3999999999999999
Facundo Buonanotte,ARG,"FW,MF",Brighton,eng Premier League,18.0,1364,15.2,3,1,4,3,2.4,2.4,1.8,23.0,42.0,0.19794721407624635,0.15835777126099707,0.6000000000000001
Alessandro Buongiorno,ITA,DF,Torino,it Serie A,24.0,2527,28.1,3,0,3,3,1.6,1.6,0.1,14.0,62.0,0.10684606252473289,0.056984566679857546,1.4
Jonathan Burkardt,GER,"FW,MF",Mainz 05,de Bundesliga,23.0,1538,17.1,8,2,10,7,6.1,5.3,2.1,36.0,28.0,0.4681404421326398,0.35695708712613783,1.9000000000000004
Reece Burke,ENG,DF,Luton Town,eng Premier League,26.0,1660,18.4,0,4,4,0,1.3,1.3,1.4,11.0,67.0,0.0,0.07048192771084338,-1.3
Dan Burn,ENG,DF,Newcastle Utd,eng Premier League,31.0,2726,30.3,2,2,4,2,3.1,3.1,1.1,14.0,75.0,0.06603081438004402,0.10234776228906824,-1.1
Marnon Busch,GER,DF,Heidenheim,de Bundesliga,28.0,595,6.6,0,0,0,0,0.1,0.1,0.3,15.0,34.0,0.0,0.015126050420168067,-0.1
Aurélio Buta,POR,"DF,MF",Eint Frankfurt,de Bundesliga,26.0,1744,19.4,1,1,2,1,0.5,0.5,0.7,51.0,90.0,0.051605504587155966,0.025802752293577983,0.5
Marcin Bułka,POL,GK,Nice,fr Ligue 1,23.0,3060,34.0,0,0,0,0,0.1,0.1,0.0,0.0,0.0,0.0,0.0029411764705882357,-0.1
Rémy Cabella,FRA,"FW,MF",Lille,fr Ligue 1,33.0,1477,16.4,2,2,4,2,5.2,5.2,3.3,72.0,106.0,0.12186865267433987,0.3168584969532837,-3.2
Jovane Cabral,CPV,"MF,FW",Salernitana,it Serie A,25.0,678,7.5,1,0,1,1,1.2,1.2,0.4,22.0,40.0,0.1327433628318584,0.1592920353982301,-0.19999999999999996
Liberato Cacace,NZL,DF,Empoli,it Serie A,22.0,1912,21.2,0,1,1,0,0.4,0.4,1.7,34.0,84.0,0.0,0.01882845188284519,-0.4
Anthony Caci,FRA,DF,Mainz 05,de Bundesliga,26.0,2486,27.6,2,3,5,2,1.5,1.5,2.9,43.0,144.0,0.07240547063555913,0.05430410297666934,0.5
Moisés Caicedo,ECU,MF,Chelsea,eng Premier League,21.0,2866,31.8,1,3,4,1,0.4,0.4,2.6,27.0,173.0,0.0314026517794836,0.01256106071179344,0.6
Tom Cairney,SCO,MF,Fulham,eng Premier League,32.0,1488,16.5,1,4,5,1,1.1,1.1,2.3,35.0,145.0,0.06048387096774194,0.06653225806451614,-0.10000000000000009
Jens Cajuste,SWE,MF,Napoli,it Serie A,23.0,1016,11.3,0,2,2,0,1.5,1.5,1.1,19.0,37.0,0.0,0.13287401574803148,-1.5
Davide Calabria,ITA,DF,Milan,it Serie A,26.0,2185,24.3,1,3,4,1,1.3,1.3,1.2,31.0,140.0,0.041189931350114416,0.053546910755148745,-0.30000000000000004
Riccardo Calafiori,ITA,DF,Bologna,it Serie A,21.0,2349,26.1,2,5,7,2,1.4,1.4,1.2,28.0,96.0,0.07662835249042146,0.053639846743295014,0.6000000000000001
Luca Caldirola,ITA,DF,Monza,it Serie A,32.0,2141,23.8,1,1,2,1,0.5,0.5,0.6,10.0,56.0,0.04203643157403082,0.02101821578701541,0.5
Duje Ćaleta-Car,CRO,DF,Lyon,fr Ligue 1,26.0,1993,22.1,0,0,0,0,0.5,0.5,1.0,5.0,61.0,0.0,0.022579026593075764,-0.5
Hakan Çalhanoğlu,TUR,MF,Inter,it Serie A,29.0,2556,28.4,13,3,16,3,10.1,2.3,4.7,45.0,186.0,0.4577464788732394,0.35563380281690143,2.9000000000000004
José Callejón,ESP,"MF,FW",Granada,es La Liga,36.0,803,8.9,0,1,1,0,1.3,1.3,1.5,10.0,35.0,0.0,0.14570361145703611,-1.3
Dominic Calvert-Lewin,ENG,FW,Everton,eng Premier League,26.0,2171,24.1,7,2,9,5,12.9,11.4,3.1,36.0,31.0,0.29018885306310455,0.5347766006448641,-5.9
Lamine Camara,SEN,MF,Metz,fr Ligue 1,19.0,2255,25.1,1,4,5,1,2.2,1.4,3.3,23.0,97.0,0.03991130820399113,0.0878048780487805,-1.2000000000000002
Mahdi Camara,FRA,MF,Brest,fr Ligue 1,25.0,2020,22.4,7,3,10,6,4.9,4.1,3.1,37.0,81.0,0.3118811881188119,0.21831683168316832,2.0999999999999996
Mohamed Camara,MLI,MF,Monaco,fr Ligue 1,23.0,1035,11.5,1,2,3,0,1.5,0.7,0.6,14.0,76.0,0.08695652173913043,0.13043478260869565,-0.5
Eduardo Camavinga,FRA,"MF,DF",Real Madrid,es La Liga,20.0,1817,20.2,0,2,2,0,0.9,0.9,1.4,49.0,106.0,0.0,0.0445789763346175,-0.9
Nicolò Cambiaghi,ITA,"FW,MF",Empoli,it Serie A,22.0,2553,28.4,1,1,2,1,3.9,3.9,2.8,128.0,63.0,0.03525264394829612,0.13748531139835488,-2.9
Andrea Cambiaso,ITA,"DF,FW",Juventus,it Serie A,23.0,2372,26.4,2,3,5,2,2.2,2.2,3.9,87.0,71.0,0.07588532883642496,0.08347386172006746,-0.20000000000000018
Sergio Camello,ESP,FW,Rayo Vallecano,es La Liga,22.0,1661,18.5,3,1,4,3,4.5,4.5,1.3,22.0,41.0,0.1625526791089705,0.24382901866345574,-1.5
Emre Can,GER,"MF,DF",Dortmund,de Bundesliga,29.0,1953,21.7,2,2,4,0,2.2,0.6,1.5,35.0,110.0,0.09216589861751152,0.10138248847926268,-0.20000000000000018
Matteo Cancellieri,ITA,"FW,MF",Empoli,it Serie A,21.0,1788,19.9,4,3,7,4,4.7,4.7,2.9,48.0,26.0,0.20134228187919462,0.2365771812080537,-0.7000000000000002
João Cancelo,POR,DF,Barcelona,es La Liga,29.0,2503,27.8,2,4,6,2,1.6,1.6,6.1,106.0,141.0,0.07191370355573312,0.0575309628445865,0.3999999999999999
Fali Candé,GNB,DF,Metz,fr Ligue 1,25.0,1849,20.5,0,1,1,0,0.8,0.8,0.5,4.0,38.0,0.0,0.038939967550027044,-0.8
Antonio Candreva,ITA,"MF,FW",Salernitana,it Serie A,36.0,2750,30.6,6,6,12,5,4.9,4.1,5.0,67.0,149.0,0.19636363636363638,0.16036363636363637,1.0999999999999996
Sergi Canós,ESP,"MF,FW",Valencia,es La Liga,26.0,1229,13.7,1,2,3,1,2.8,2.8,2.4,32.0,52.0,0.07323026851098453,0.20504475183075668,-1.7999999999999998
Étienne Capoue,FRA,MF,Villarreal,es La Liga,35.0,1455,16.2,1,1,2,1,1.0,1.0,0.6,24.0,80.0,0.061855670103092786,0.061855670103092786,0.0
Elia Caprile,ITA,GK,Empoli,it Serie A,21.0,2070,23.0,0,0,0,0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0
Francesco Caputo,ITA,FW,Empoli,it Serie A,35.0,1268,14.1,3,0,3,2,3.4,2.6,0.7,7.0,18.0,0.21293375394321767,0.24132492113564669,-0.3999999999999999
Maxence Caqueret,FRA,MF,Lyon,fr Ligue 1,23.0,3022,33.6,1,3,4,1,2.1,2.1,6.0,70.0,286.0,0.029781601588352084,0.06254136333553938,-1.1
Andrea Carboni,ITA,DF,Monza,it Serie A,22.0,1487,16.5,1,0,1,1,1.2,1.2,0.5,13.0,46.0,0.0605245460659045,0.0726294552790854,-0.19999999999999996
Valentin Carboni,ARG,"MF,FW",Monza,it Serie A,18.0,1169,13.0,2,3,5,2,2.3,2.3,1.7,52.0,57.0,0.15397775876817793,0.1770744225834046,-0.2999999999999998
Isaac Carcelen,ESP,DF,Cádiz,es La Liga,30.0,2611,29.0,0,0,0,0,0.6,0.6,1.0,25.0,75.0,0.0,0.02068173113749521,-0.6
Marc Cardona,ESP,FW,Las Palmas,es La Liga,28.0,723,8.0,4,1,5,3,4.2,3.5,1.1,10.0,13.0,0.4979253112033195,0.5228215767634855,-0.20000000000000018
Sergi Cardona,ESP,DF,Las Palmas,es La Liga,24.0,2814,31.3,1,2,3,1,2.7,2.7,2.8,60.0,160.0,0.031982942430703626,0.08635394456289978,-1.7000000000000002
Johnny Cardoso,USA,MF,Betis,es La Liga,21.0,1328,14.8,1,2,3,1,1.1,1.1,0.5,10.0,45.0,0.06777108433734941,0.07454819277108435,-0.10000000000000009
Diego Carlos,BRA,DF,Aston Villa,eng Premier League,30.0,1816,20.2,0,0,0,0,1.9,1.9,0.1,4.0,59.0,0.0,0.09416299559471365,-1.9
Carmona,ESP,"DF,MF",Getafe,es La Liga,21.0,1313,14.6,1,1,2,1,0.8,0.8,1.0,29.0,39.0,0.06854531607006854,0.05483625285605484,0.19999999999999996
Marco Carnesecchi,ITA,GK,Atalanta,it Serie A,23.0,2425,26.9,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Álvaro Carreras,ESP,"MF,FW",Granada,es La Liga,20.0,475,5.3,0,0,0,0,0.4,0.4,0.4,13.0,14.0,0.0,0.07578947368421053,-0.4
Rasmus Carstensen,DEN,"DF,FW",Köln,de Bundesliga,22.0,1659,18.4,0,0,0,0,0.9,0.9,2.6,32.0,52.0,0.0,0.048824593128390596,-0.9
Dani Carvajal,ESP,DF,Real Madrid,es La Liga,31.0,2171,24.1,4,3,7,4,1.7,1.7,2.7,30.0,82.0,0.16582220175034545,0.07047443574389682,2.3
William Carvalho,POR,MF,Betis,es La Liga,31.0,680,7.6,1,3,4,1,0.4,0.4,0.7,12.0,58.0,0.1323529411764706,0.05294117647058824,0.6
Nicolò Casale,ITA,DF,Lazio,it Serie A,25.0,1559,17.3,0,0,0,0,0.9,0.9,0.0,20.0,49.0,0.0,0.05195638229634381,-0.9
Casemiro,BRA,"MF,DF",Manchester Utd,eng Premier League,31.0,1982,22.0,1,2,3,1,3.5,3.5,1.0,12.0,112.0,0.045408678102926335,0.15893037336024218,-2.5
Matty Cash,POL,DF,Aston Villa,eng Premier League,25.0,2142,23.8,2,2,4,2,4.2,4.2,2.3,62.0,88.0,0.08403361344537816,0.1764705882352941,-2.2
Josué Casimir,FRA,"FW,DF",Le Havre,fr Ligue 1,21.0,2016,22.4,0,5,5,0,1.9,1.9,4.3,59.0,62.0,0.0,0.08482142857142856,-1.9
Cristian Cásseres Jr.,VEN,MF,Toulouse,fr Ligue 1,23.0,1946,21.6,1,3,4,1,1.1,1.1,1.7,14.0,87.0,0.046248715313463515,0.05087358684480987,-0.10000000000000009
Timothy Castagne,BEL,DF,Fulham,eng Premier League,27.0,2634,29.3,1,3,4,1,1.6,1.6,1.9,48.0,77.0,0.03416856492027335,0.05466970387243736,-0.6000000000000001
Koen Casteels,BEL,GK,Wolfsburg,de Bundesliga,31.0,2250,25.0,0,0,0,0,0.0,0.0,0.2,0.0,1.0,0.0,0.0,0.0
Valentín Castellanos,ARG,FW,Lazio,it Serie A,24.0,1682,18.7,4,3,7,4,7.3,7.3,1.7,15.0,47.0,0.2140309155766944,0.39060642092746733,-3.3
Jean-Charles Castelletto,CMR,DF,Nantes,fr Ligue 1,28.0,2464,27.4,2,0,2,2,0.6,0.6,0.8,24.0,100.0,0.07305194805194806,0.021915584415584416,1.4
Samu Castillejo,ESP,"FW,MF",Sassuolo,it Serie A,28.0,536,6.0,0,0,0,0,0.3,0.3,1.0,27.0,26.0,0.0,0.05037313432835821,-0.3
Danilo Cataldi,ITA,MF,Lazio,it Serie A,28.0,1361,15.1,1,0,1,1,0.4,0.4,0.8,9.0,69.0,0.06612784717119764,0.02645113886847906,0.6
Catena,ESP,DF,Osasuna,es La Liga,28.0,2534,28.2,1,3,4,1,1.3,1.3,1.0,5.0,77.0,0.035516969218626675,0.04617205998421468,-0.30000000000000004
Maximiliano Caufriez,BEL,DF,Clermont Foot,fr Ligue 1,26.0,1659,18.4,0,1,1,0,0.4,0.4,0.2,24.0,61.0,0.0,0.0216998191681736,-0.4
Ivan Cavaleiro,POR,FW,Lille,fr Ligue 1,29.0,770,8.6,1,1,2,1,1.3,1.3,1.2,18.0,23.0,0.11688311688311688,0.15194805194805194,-0.30000000000000004
Dani Ceballos,ESP,"MF,FW",Real Madrid,es La Liga,26.0,598,6.6,0,2,2,0,0.3,0.3,1.5,16.0,47.0,0.0,0.0451505016722408,-0.3
Zeki Çelik,TUR,DF,Roma,it Serie A,26.0,671,7.5,0,0,0,0,0.2,0.2,0.6,14.0,26.0,0.0,0.02682563338301043,-0.2
Álex Centelles,ESP,DF,Almería,es La Liga,25.0,980,10.9,0,1,1,0,0.0,0.0,1.6,16.0,31.0,0.0,0.0,0.0
Fabien Centonze,FRA,DF,Hellas Verona,it Serie A,27.0,676,7.5,0,1,1,0,0.0,0.0,1.0,16.0,14.0,0.0,0.0,0.0
